ticker,entry_date,spot,log_return,prior_4cycle_vol,vol_regime
NIFTY,2025-10-01,24659.95,,,UNCLASSIFIED
NIFTY,2025-10-08,25167.6,0.02037698283278999,,UNCLASSIFIED
NIFTY,2025-10-15,25262.25,0.003753733597816833,,UNCLASSIFIED
NIFTY,2025-10-20,25868.9,0.0237302884104178,,UNCLASSIFIED
NIFTY,2025-10-29,26016.55,0.0056913989781968155,,UNCLASSIFIED
NIFTY,2025-11-04,25708.1,-0.011926756637130609,0.010130244599837085,LOW
NIFTY,2025-11-12,25790.25,0.0031903961847774553,0.014594293588226358,HIGH
NIFTY,2025-11-19,25901.4,0.004300507772688533,0.014617045693901404,HIGH
NIFTY,2025-11-26,25991.5,0.0034725401948811907,0.008224322505070278,LOW
NIFTY,2025-12-03,25966.4,-0.0009661669140808016,0.007804850232801111,LOW
NIFTY,2025-12-10,25898.7,-0.002610620183894241,0.0023578677362564413,LOW
NIFTY,2025-12-17,25898.2,-1.9306174694477818e-05,0.003361525816104822,LOW
NIFTY,2025-12-24,26217.55,0.012255565626817955,0.0025693000371767626,LOW
NIFTY,2025-12-31,26012.45,-0.007853764282614861,0.0068117903287603304,LOW
NIFTY,2026-01-07,26128.95,0.004468625463140086,0.008522740706914542,LOW
NIFTY,2026-01-14,25744.95,-0.014805403656700022,0.008411577426081649,LOW
NIFTY,2026-01-21,25231.8,-0.020133387624879262,0.0121414318987667,LOW
NIFTY,2026-01-28,25348.75,0.004624315410081792,0.01063050009846745,LOW
NIFTY,2026-02-04,25764.7,0.016275918852965532,0.012895789822010574,HIGH
NIFTY,2026-02-11,25977.2,0.008213892212884488,0.016946708937343,HIGH
NIFTY,2026-02-18,25723.65,-0.009808428013609927,0.015694454779539846,HIGH
NIFTY,2026-02-25,25578.3,-0.005666466437167728,0.010905436176876298,LOW
NIFTY,2026-03-04,24353.55,-0.049066706315205266,0.012115698925784166,LOW
NIFTY,2026-03-11,24227.25,-0.005199596735819156,0.024563666312791513,HIGH
NIFTY,2026-03-18,23732.2,-0.02064525692015451,0.021189092473669256,HIGH
NIFTY,2026-03-25,23219.5,-0.021840332923794392,0.020572703314946473,HIGH
NIFTY,2026-04-01,22911.45,-0.013355657274990662,0.01823524111593641,HIGH
NIFTY,2026-04-08,23897.9,0.042153803366380416,0.007684183069966049,LOW
NIFTY,2026-04-15,24183.25,0.011869655788544264,0.030614304749577298,HIGH
NIFTY,2026-04-22,24440.7,0.010589530707656891,0.02877839000265984,HIGH
NIFTY,2026-04-29,24118.2,-0.013283033255836685,0.022741409166589177,HIGH
NIFTY,2026-05-06,24175.15,0.002358503868499895,0.02271356341162317,HIGH
NIFTY,2026-05-13,23385.0,-0.0332304548992397,0.011572471984059902,LOW
NIFTY,2026-05-20,23489.05,0.004439563933550161,0.019293719944605058,HIGH
